,tweets,sentiment,subjectivity,type
2261, Ok Patriots! You know what to do. This needs to be flipped and hard. RT so we put a really big net out and show the true…,0.08333333333333333,0.28541666666666665,Positive
2221, Ok Patriots! You know what to do. This needs to be flipped and hard. RT so we put a really big net out and show the true…,0.08333333333333333,0.28541666666666665,Positive
2315, Ok Patriots! You know what to do. This needs to be flipped and hard. RT so we put a really big net out and show the true…,0.08333333333333333,0.28541666666666665,Positive
2314, Ok Patriots! You know what to do. This needs to be flipped and hard. RT so we put a really big net out and show the true…,0.08333333333333333,0.28541666666666665,Positive
1805," I introduced the first constitutional amendment to guarantee every adult citizen the right to vote.And now, common sense…",0.08392857142857142,0.4172619047619047,Positive
2128, Polls in WE-3 and ZA-2 are now closed in Special Elections held today to replace two former Assemblymen who resigned t…,0.0857142857142857,0.2238095238095238,Positive
2116,Polls in WE-3 and ZA-2 are now closed in Special Elections held today to replace two former Assemblymen who resigne… ,0.0857142857142857,0.2238095238095238,Positive
1388,5. Biden (ugh. well he's better than Trump.)6. Bloomberge (fuck everything. Honestly I hope he loses. No I don't S… ,0.09999999999999999,0.525,Positive
1354," The results of this poll so far are NOT indicative of any community I’ve ever lived in, or even visited 🤔🙄 Let’s vote!…",0.1,1.0,Positive
474, WOW.. 😱😱🚨 👉American flag is REMOVED before debate begins. 💥This is a slap in the face to every soldier who died defending thi…,0.1,1.0,Positive
2157," If the Democrats, who put forward Hillary Clinton in 2016, now put forward 78-year old Democratic Socialist Bernie Sanders,…",0.1,0.2,Positive
738, WOW.. 😱😱🚨 👉American flag is REMOVED before debate begins. 💥This is a slap in the face to every soldier who died defending thi…,0.1,1.0,Positive
1470,RT _: NOW HIRING -Trump Supporters! 💵Image is EVERYTHING. They have to keep the illusion ALIVE to intimidate the electorate an…,0.1,0.4,Positive
2011, WOW.. 😱😱🚨 👉American flag is REMOVED before debate begins. 💥This is a slap in the face to every soldier who died defending thi…,0.1,1.0,Positive
1397, WOW.. 😱😱🚨 👉American flag is REMOVED before debate begins. 💥This is a slap in the face to every soldier who died defending thi…,0.1,1.0,Positive
2147,"If the Democrats, who put forward Hillary Clinton in 2016, now put forward 78-year old Democratic Socialist Bernie… ",0.1,0.2,Positive
1477,RT _: NOW HIRING -Trump Supporters! 💵Image is EVERYTHING. They have to keep the illusion ALIVE to intimidate the electorate an…,0.1,0.4,Positive
1889, WOW.. 😱😱🚨 👉American flag is REMOVED before debate begins. 💥This is a slap in the face to every soldier who died defending thi…,0.1,1.0,Positive
646, WOW.. 😱😱🚨 👉American flag is REMOVED before debate begins. 💥This is a slap in the face to every soldier who died defending thi…,0.1,1.0,Positive
2203,When you know you’re living in unusual times. It used to be that Supreme Court Justices never spoke publicly about… ,0.1,0.5333333333333333,Positive
915,"It's GOT to stop! We've GOT to stop hiring illegal labor, I'm ready to pay more for LEGAL workers' production. Afte… ",0.1,0.425,Positive
435,I cannot believe I actually tweeted about replacing elections with a lottery system - I guess I’m really getting to… ,0.1,0.15000000000000002,Positive
656, WOW.. 😱😱🚨 👉American flag is REMOVED before debate begins. 💥This is a slap in the face to every soldier who died defending thi…,0.1,1.0,Positive
2068,RT _: NOW HIRING -Trump Supporters! 💵Image is EVERYTHING. They have to keep the illusion ALIVE to intimidate the electorate an…,0.1,0.4,Positive
1353, WOW.. 😱😱🚨 👉American flag is REMOVED before debate begins. 💥This is a slap in the face to every soldier who died defending thi…,0.1,1.0,Positive
190, Isseriously letting this garbage be aired? I understand we all have partisan wack jobs out there but going a…,0.1,0.7,Positive
90, WOW.. 😱😱🚨 👉American flag is REMOVED before debate begins. 💥This is a slap in the face to every soldier who died defending thi…,0.1,1.0,Positive
1355, WOW.. 😱😱🚨 👉American flag is REMOVED before debate begins. 💥This is a slap in the face to every soldier who died defending thi…,0.1,1.0,Positive
2190," If the Democrats, who put forward Hillary Clinton in 2016, now put forward 78-year old Democratic Socialist Bernie Sanders,…",0.1,0.2,Positive
1171," This must be the moment, that when the history is written, #Election2020 officially went completely d… ",0.1,0.4,Positive
1814, WOW.. 😱😱🚨 👉American flag is REMOVED before debate begins. 💥This is a slap in the face to every soldier who died defending thi…,0.1,1.0,Positive
1413, WOW.. 😱😱🚨 👉American flag is REMOVED before debate begins. 💥This is a slap in the face to every soldier who died defending thi…,0.1,1.0,Positive
2239, When you know you’re living in unusual times. It used to be that Supreme Court Justices never spoke publicly about politi…,0.1,0.5333333333333333,Positive
1824, WOW.. 😱😱🚨 👉American flag is REMOVED before debate begins. 💥This is a slap in the face to every soldier who died defending thi…,0.1,1.0,Positive
2048, WOW.. 😱😱🚨 👉American flag is REMOVED before debate begins. 💥This is a slap in the face to every soldier who died defending thi…,0.1,1.0,Positive
1436, WOW.. 😱😱🚨 👉American flag is REMOVED before debate begins. 💥This is a slap in the face to every soldier who died defending thi…,0.1,1.0,Positive
1447,RT _: NOW HIRING -Trump Supporters! 💵Image is EVERYTHING. They have to keep the illusion ALIVE to intimidate the electorate an…,0.1,0.4,Positive
1591, WOW.. 😱😱🚨 👉American flag is REMOVED before debate begins. 💥This is a slap in the face to every soldier who died defending thi…,0.1,1.0,Positive
1427,This really needs turned around but doubt if there is enough time.,0.1,0.35,Positive
1110,Are you kidding me?? #election2020 can’t come fast enough,0.1,0.55,Positive
1836, WOW.. 😱😱🚨 👉American flag is REMOVED before debate begins. 💥This is a slap in the face to every soldier who died defending thi…,0.1,1.0,Positive
1581," The results of this poll so far are NOT indicative of any community I’ve ever lived in, or even visited 🤔🙄 Let’s vote!…",0.1,1.0,Positive
2031, WOW.. 😱😱🚨 👉American flag is REMOVED before debate begins. 💥This is a slap in the face to every soldier who died defending thi…,0.1,1.0,Positive
483, #OKBoomer #Election2020 Wild In The Streets (1968) Trailervia ,0.1,0.4,Positive
1872,RT _: NOW HIRING -Trump Supporters! 💵Image is EVERYTHING. They have to keep the illusion ALIVE to intimidate the electorate an…,0.1,0.4,Positive
1334,Checking this out with clear eyes tomorrow ❤️,0.10000000000000002,0.3833333333333333,Positive
111,Always a treat to hearspeak and explain things so clearly and eloquently. If you want understand what… ,0.10000000000000002,0.3833333333333333,Positive
1694," Let’s flip this poll, patriots. More Christians, less ANTI American Muslims in our Congress 🙏🇺🇸❤️🐾",0.11111111111111112,0.18888888888888888,Positive
650," Let’s flip this poll, patriots. More Christians, less ANTI American Muslims in our Congress 🙏🇺🇸❤️🐾",0.11111111111111112,0.18888888888888888,Positive
2000," Let’s flip this poll, patriots. More Christians, less ANTI American Muslims in our Congress 🙏🇺🇸❤️🐾 …",0.11111111111111112,0.18888888888888888,Positive
1924," Let’s flip this poll, patriots. More Christians, less ANTI American Muslims in our Congress 🙏🇺🇸❤️🐾",0.11111111111111112,0.18888888888888888,Positive
1927," Let’s flip this poll, patriots. More Christians, less ANTI American Muslims in our Congress 🙏🇺🇸❤️🐾",0.11111111111111112,0.18888888888888888,Positive
1593," Let’s flip this poll, patriots. More Christians, less ANTI American Muslims in our Congress 🙏🇺🇸❤️🐾 …",0.11111111111111112,0.18888888888888888,Positive
473," Let’s flip this poll, patriots. More Christians, less ANTI American Muslims in our Congress 🙏🇺🇸❤️🐾",0.11111111111111112,0.18888888888888888,Positive
334," Let’s flip this poll, patriots. More Christians, less ANTI American Muslims in our Congress 🙏🇺🇸❤️🐾",0.11111111111111112,0.18888888888888888,Positive
1574," Let’s flip this poll, patriots. More Christians, less ANTI American Muslims in our Congress 🙏🇺🇸❤️🐾 …",0.11111111111111112,0.18888888888888888,Positive
1584," Let’s flip this poll, patriots. More Christians, less ANTI American Muslims in our Congress 🙏🇺🇸❤️🐾",0.11111111111111112,0.18888888888888888,Positive
1977," Let’s flip this poll, patriots. More Christians, less ANTI American Muslims in our Congress 🙏🇺🇸❤️🐾",0.11111111111111112,0.18888888888888888,Positive
1988," Let’s flip this poll, patriots. More Christians, less ANTI American Muslims in our Congress 🙏🇺🇸❤️🐾",0.11111111111111112,0.18888888888888888,Positive
1523," Let’s flip this poll, patriots. More Christians, less ANTI American Muslims in our Congress 🙏🇺🇸❤️🐾 …",0.11111111111111112,0.18888888888888888,Positive
1605," Let’s flip this poll, patriots. More Christians, less ANTI American Muslims in our Congress 🙏🇺🇸❤️🐾",0.11111111111111112,0.18888888888888888,Positive
1965," Let’s flip this poll, patriots. More Christians, less ANTI American Muslims in our Congress 🙏🇺🇸❤️🐾",0.11111111111111112,0.18888888888888888,Positive
1963," Let’s flip this poll, patriots. More Christians, less ANTI American Muslims in our Congress 🙏🇺🇸❤️🐾",0.11111111111111112,0.18888888888888888,Positive
1635," Let’s flip this poll, patriots. More Christians, less ANTI American Muslims in our Congress 🙏🇺🇸❤️🐾",0.11111111111111112,0.18888888888888888,Positive
1543," Let’s flip this poll, patriots. More Christians, less ANTI American Muslims in our Congress 🙏🇺🇸❤️🐾",0.11111111111111112,0.18888888888888888,Positive
1647," Let’s flip this poll, patriots. More Christians, less ANTI American Muslims in our Congress 🙏🇺🇸❤️🐾",0.11111111111111112,0.18888888888888888,Positive
1631," Let’s flip this poll, patriots. More Christians, less ANTI American Muslims in our Congress 🙏🇺🇸❤️🐾",0.11111111111111112,0.18888888888888888,Positive
1957," Let’s flip this poll, patriots. More Christians, less ANTI American Muslims in our Congress 🙏🇺🇸❤️🐾",0.11111111111111112,0.18888888888888888,Positive
2058," Let’s flip this poll, patriots. More Christians, less ANTI American Muslims in our Congress 🙏🇺🇸❤️🐾",0.11111111111111112,0.18888888888888888,Positive
1531," Let’s flip this poll, patriots. More Christians, less ANTI American Muslims in our Congress 🙏🇺🇸❤️🐾",0.11111111111111112,0.18888888888888888,Positive
1618," Let’s flip this poll, patriots. More Christians, less ANTI American Muslims in our Congress 🙏🇺🇸❤️🐾",0.11111111111111112,0.18888888888888888,Positive
1679," Let’s flip this poll, patriots. More Christians, less ANTI American Muslims in our Congress 🙏🇺🇸❤️🐾",0.11111111111111112,0.18888888888888888,Positive
1681," Let’s flip this poll, patriots. More Christians, less ANTI American Muslims in our Congress 🙏🇺🇸❤️🐾",0.11111111111111112,0.18888888888888888,Positive
1683," Let’s flip this poll, patriots. More Christians, less ANTI American Muslims in our Congress 🙏🇺🇸❤️🐾 …",0.11111111111111112,0.18888888888888888,Positive
2045," Let’s flip this poll, patriots. More Christians, less ANTI American Muslims in our Congress 🙏🇺🇸❤️🐾",0.11111111111111112,0.18888888888888888,Positive
1562," Let’s flip this poll, patriots. More Christians, less ANTI American Muslims in our Congress 🙏🇺🇸❤️🐾",0.11111111111111112,0.18888888888888888,Positive
1938," Let’s flip this poll, patriots. More Christians, less ANTI American Muslims in our Congress 🙏🇺🇸❤️🐾 …",0.11111111111111112,0.18888888888888888,Positive
1947," Let’s flip this poll, patriots. More Christians, less ANTI American Muslims in our Congress 🙏🇺🇸❤️🐾",0.11111111111111112,0.18888888888888888,Positive
1731," Let’s flip this poll, patriots. More Christians, less ANTI American Muslims in our Congress 🙏🇺🇸❤️🐾",0.11111111111111112,0.18888888888888888,Positive
1922," Let’s flip this poll, patriots. More Christians, less ANTI American Muslims in our Congress 🙏🇺🇸❤️🐾",0.11111111111111112,0.18888888888888888,Positive
2083," Let’s flip this poll, patriots. More Christians, less ANTI American Muslims in our Congress 🙏🇺🇸❤️🐾",0.11111111111111112,0.18888888888888888,Positive
1825," Let’s flip this poll, patriots. More Christians, less ANTI American Muslims in our Congress 🙏🇺🇸❤️🐾",0.11111111111111112,0.18888888888888888,Positive
1865," Let’s flip this poll, patriots. More Christians, less ANTI American Muslims in our Congress 🙏🇺🇸❤️🐾",0.11111111111111112,0.18888888888888888,Positive
1452," Let’s flip this poll, patriots. More Christians, less ANTI American Muslims in our Congress 🙏🇺🇸❤️🐾 …",0.11111111111111112,0.18888888888888888,Positive
2238," Let’s flip this poll, patriots. More Christians, less ANTI American Muslims in our Congress 🙏🇺🇸❤️🐾",0.11111111111111112,0.18888888888888888,Positive
1456," Let’s flip this poll, patriots. More Christians, less ANTI American Muslims in our Congress 🙏🇺🇸❤️🐾",0.11111111111111112,0.18888888888888888,Positive
1457," Let’s flip this poll, patriots. More Christians, less ANTI American Muslims in our Congress 🙏🇺🇸❤️🐾 …",0.11111111111111112,0.18888888888888888,Positive
2079," Let’s flip this poll, patriots. More Christians, less ANTI American Muslims in our Congress 🙏🇺🇸❤️🐾",0.11111111111111112,0.18888888888888888,Positive
2105," Let’s flip this poll, patriots. More Christians, less ANTI American Muslims in our Congress 🙏🇺🇸❤️🐾 …",0.11111111111111112,0.18888888888888888,Positive
1794," Let’s flip this poll, patriots. More Christians, less ANTI American Muslims in our Congress 🙏🇺🇸❤️🐾",0.11111111111111112,0.18888888888888888,Positive
1471," Let’s flip this poll, patriots. More Christians, less ANTI American Muslims in our Congress 🙏🇺🇸❤️🐾",0.11111111111111112,0.18888888888888888,Positive
2113," Let’s flip this poll, patriots. More Christians, less ANTI American Muslims in our Congress 🙏🇺🇸❤️🐾",0.11111111111111112,0.18888888888888888,Positive
1476," Let’s flip this poll, patriots. More Christians, less ANTI American Muslims in our Congress 🙏🇺🇸❤️🐾 …",0.11111111111111112,0.18888888888888888,Positive
1480," Let’s flip this poll, patriots. More Christians, less ANTI American Muslims in our Congress 🙏🇺🇸❤️🐾",0.11111111111111112,0.18888888888888888,Positive
2042," Let’s flip this poll, patriots. More Christians, less ANTI American Muslims in our Congress 🙏🇺🇸❤️🐾",0.11111111111111112,0.18888888888888888,Positive
1484," Let’s flip this poll, patriots. More Christians, less ANTI American Muslims in our Congress 🙏🇺🇸❤️🐾",0.11111111111111112,0.18888888888888888,Positive
1485," Let’s flip this poll, patriots. More Christians, less ANTI American Muslims in our Congress 🙏🇺🇸❤️🐾",0.11111111111111112,0.18888888888888888,Positive
938," Let’s flip this poll, patriots. More Christians, less ANTI American Muslims in our Congress 🙏🇺🇸❤️🐾",0.11111111111111112,0.18888888888888888,Positive
1498," Let’s flip this poll, patriots. More Christians, less ANTI American Muslims in our Congress 🙏🇺🇸❤️🐾",0.11111111111111112,0.18888888888888888,Positive
1568,Bernie Sanders wants to convert American Capitalist corporations into socialist institutions. The new naming system… ,0.11212121212121212,0.18484848484848485,Positive
813,"Speaking of #Election2020 - I really like the new equipment that the City of Chicago *finally* got, esp that the ac… ",0.11212121212121212,0.5515151515151515,Positive
1946," ""Bernie is the only candidate who has consistently supported policies on economic justice. This is especially important…",0.1125,0.6125,Positive
1367," The results of this poll so far are NOT indicative of any community I’ve ever lived in, or even visited 🤔🙄 Let’s vote!",0.125,1.0,Positive
1378," The results of this poll so far are NOT indicative of any community I’ve ever lived in, or even visited 🤔🙄 Let’s vote!",0.125,1.0,Positive
940," The results of this poll so far are NOT indicative of any community I’ve ever lived in, or even visited 🤔🙄 Let’s vote!",0.125,1.0,Positive
2015," The results of this poll so far are NOT indicative of any community I’ve ever lived in, or even visited 🤔🙄 Let’s vote!",0.125,1.0,Positive
342,RT : Bernie Bros never fail to miss the point. They think only progressives matter in this race. While they're boasting large…,0.125,0.6499999999999999,Positive
1611," The results of this poll so far are NOT indicative of any community I’ve ever lived in, or even visited 🤔🙄 Let’s vote!",0.125,1.0,Positive
2161," The results of this poll so far are NOT indicative of any community I’ve ever lived in, or even visited 🤔🙄 Let’s vote!",0.125,1.0,Positive
1163,Backing up her endorsement with action! 💚💚💚,0.125,0.1,Positive
2150," The results of this poll so far are NOT indicative of any community I’ve ever lived in, or even visited 🤔🙄 Let’s vote!",0.125,1.0,Positive
1601," The results of this poll so far are NOT indicative of any community I’ve ever lived in, or even visited 🤔🙄 Let’s vote!",0.125,1.0,Positive
1392," The results of this poll so far are NOT indicative of any community I’ve ever lived in, or even visited 🤔🙄 Let’s vote!",0.125,1.0,Positive
1341," The results of this poll so far are NOT indicative of any community I’ve ever lived in, or even visited 🤔🙄 Let’s vote!",0.125,1.0,Positive
536,"Bernie Sanders NEVER held a steady job until he was about 40-years old and became the Mayor of Burlington, VT.He… ",0.13333333333333333,0.35,Positive
274,Universal child care would have such a huge impact on our equality in the workplace.,0.13333333333333336,0.4666666666666666,Positive
279, Universal child care would have such a huge impact on our equality in the workplace.,0.13333333333333336,0.4666666666666666,Positive
470, Universal child care would have such a huge impact on our equality in the workplace.,0.13333333333333336,0.4666666666666666,Positive
517,#uttarpradesh #BREAKING #Sonbhadra #YogiAdityanath #Election2020 #Congress #azamgarh #BreakingNews #live #Lucknow… ,0.13636363636363635,0.5,Positive
2049,"The #NevadaCaucuses are under way, and we're tracking them live. Catch all the results with our #Election2020 track… ",0.13636363636363635,0.5,Positive
817, A new breed of hackers is focused on stealing our information for #Election2020. Here's what to watch out for. https://…,0.13636363636363635,0.45454545454545453,Positive
668, A new breed of hackers is focused on stealing our information for #Election2020. Here's what to watch out for. https://…,0.13636363636363635,0.45454545454545453,Positive
2050,"The #NevadaCaucuses are under way, and we're tracking them live. Catch all the results with our #Election2020 track… ",0.13636363636363635,0.5,Positive
613,A new breed of hackers is focused on stealing our information for #Election2020. Here's what to watch out for. ,0.13636363636363635,0.45454545454545453,Positive
618, A new breed of hackers is focused on stealing our information for #Election2020. Here's what to watch out for. https://…,0.13636363636363635,0.45454545454545453,Positive
952,That reminds me -is everyone remembering to get their new Driver's Licenses all around the country -in order to fly… ,0.13636363636363635,0.45454545454545453,Positive
1066, 42 new voting machines.At Chicago jails.#TheChicagoMachine#Chicago #Election2020#FridayMorning#Friday…,0.13636363636363635,0.45454545454545453,Positive
1423,"When asked if she has heard anything about the president nominating and Senate confirming new commissioners, Weintr… ",0.13636363636363635,0.45454545454545453,Positive
1787, BREAKING:Brand new polling in #MO2 showscontinues to crush the latestballot filler.No won…,0.13636363636363635,0.45454545454545453,Positive
170," No, but I like Bloomie’s admission that his tax shelter his house in New York!#Election2020",0.13636363636363635,0.45454545454545453,Positive
1060,The 2016 #Disinformation Campaign smearinghas now be converted into a new sm… ,0.13636363636363635,0.45454545454545453,Positive
1844,#Politics #Government #Campaigns #Election2020 #NVcaucus2020 --&gt; Nevada results live: track the votes as they come… ,0.13636363636363635,0.5,Positive
2029,#NewYork's New License Plates Will Still Be Made By Prisoners Earning 65 Cents An Hour … ,0.13636363636363635,0.45454545454545453,Positive
818, A new breed of hackers is focused on stealing our information for #Election2020. Here's what to watch out for. https://…,0.13636363636363635,0.45454545454545453,Positive
59, Bernie. Of course I have three houses. I live in Vermont. Says the Socialist.Just saying... #Nevada #Election2020 #de…,0.13636363636363635,0.5,Positive
1828, BREAKING:Brand new polling in #MO2 showscontinues to crush the latestballot filler.No won…,0.13636363636363635,0.45454545454545453,Positive
624, A new breed of hackers is focused on stealing our information for #Election2020. Here's what to watch out for. https://…,0.13636363636363635,0.45454545454545453,Positive
1418,BREAKING:Brand new polling in #MO2 showscontinues to crush the latestballot filler.No… ,0.13636363636363635,0.45454545454545453,Positive
57,#WE All Must do all that WE can to #Register new #voters Talk to #Family #Friends #Neighbours… ,0.13636363636363635,0.45454545454545453,Positive
1105, Bernie Sanders is a complete whack job as is his followers!Get ur cameras ready for the #Election2020 meltdowns after …,0.15000000000000002,0.45,Positive
886,Have to go after the front runner. Can't give him too much distance so early in the race… ,0.15000000000000002,0.25,Positive
1644, #American people are not DUMB ENOUGH to elect these SOCIALISTS to Congress. They will DESTROY our country. The… ,0.15750000000000003,0.38,Positive
1726,The democratic candidates look like the leftovers after everyone has picked their teams in a high school PE class.… ,0.16,0.5399999999999999,Positive
1015,I'm still not over the fact that many Asian Americans criticize AY's Asian jokes via#YangGang #Election2020 #GoAxim,0.16666666666666666,0.16666666666666666,Positive
2240,Currently reading: Many Tech Experts Say #Digital #disruption Will Hurt #Democracy … ,0.16666666666666666,0.3,Positive
977,Bernie/Warren ticket... dynamic duo... unstoppable! Together they will massacre Trump! Most Definitely!,0.16666666666666666,0.38888888888888884,Positive
2100, NO- it was U.S. Taxpayers on Main Street who bailed out the Auto Industry and pulled the USA out of… ,0.16666666666666666,0.3333333333333333,Positive
643," How does one get to be the MOST unpopular Senator in the entire country (net -13 favorable rating), in a state that your p…",0.16666666666666666,0.375,Positive
1050, I'm still not over the fact that many Asian Americans criticize AY's Asian jokes via#YangGang #Electio…,0.16666666666666666,0.16666666666666666,Positive
1488,One of the tenants of Rules for Radicals and the Communist Manifesto require the removal of religion particularly C… ,0.16666666666666666,0.3333333333333333,Positive
1000, An election limerick from my better half: The nomination was ripe to be knabbed. On all sides contenders were stabbed.…,0.16666666666666669,0.3333333333333333,Positive
1128," Chris Love is a prominent, black, female, Arizona-based attorney, public activist, and member of. She came…",0.16666666666666669,0.4533333333333333,Positive
330," Chris Love is a prominent, black, female, Arizona-based attorney, public activist, and member of. She came…",0.16666666666666669,0.4533333333333333,Positive
409," Chris Love is a prominent, black, female, Arizona-based attorney, public activist, and member of. She came…",0.16666666666666669,0.4533333333333333,Positive
707," Chris Love is a prominent, black, female, Arizona-based attorney, public activist, and member of. She came…",0.16666666666666669,0.4533333333333333,Positive
1092," Chris Love is a prominent, black, female, Arizona-based attorney, public activist, and member of. She came…",0.16666666666666669,0.4533333333333333,Positive
1453," Chris Love is a prominent, black, female, Arizona-based attorney, public activist, and member of. She came…",0.16666666666666669,0.4533333333333333,Positive
497," Chris Love is a prominent, black, female, Arizona-based attorney, public activist, and member of. She came…",0.16666666666666669,0.4533333333333333,Positive
1332," Chris Love is a prominent, black, female, Arizona-based attorney, public activist, and member of. She came…",0.16666666666666669,0.4533333333333333,Positive
1495,Surreal to see someone I know on the ballot for President when I early voted in Tennessee this morning. Unfortunate… ,0.175,0.65,Positive
49,Here’s the full archived article. #Election2020 Put your critical thinking caps on. “Appearing”Isn’t evidence. We… ,0.175,0.675,Positive
1553," Surreal to see someone I know on the ballot for President when I early voted in Tennessee this morning. Unfortunately,…",0.175,0.65,Positive
112,That's fine. Anyone willing to look the other way on #RussianInterference will do. #Election2020,0.18055555555555558,0.5416666666666666,Positive
2187,A Democrat Party success story! — &gt; Indiana Couple Charged With Running Two Teenage Boys Off the Road Because They… ,0.1875,0.0,Positive
2259, A Democrat Party success story! — &gt; Indiana Couple Charged With Running Two Teenage Boys Off the Road Because They Had Trump…,0.1875,0.0,Positive
880, Hows your friendly Russian Oligarch ? I notice he is still being your in-be… ,0.1875,0.25,Positive
560, Podcast of me &amp; the greatwith unique insight into #BREAKING political news#KAG2020 #Ele…,0.1875,0.55,Positive
203," Good afternoon, patriots!I think I may be under a shadowban, at least as of yesterday...but that's not going to stop m…",0.19999999999999998,0.5,Positive
1710," Good afternoon, patriots!I think I may be under a shadowban, at least as of yesterday...but that's not going to stop m…",0.19999999999999998,0.5,Positive
1877," Good afternoon, patriots!I think I may be under a shadowban, at least as of yesterday...but that's not going to stop m…",0.19999999999999998,0.5,Positive
1704," Good afternoon, patriots!I think I may be under a shadowban, at least as of yesterday...but that's not going to stop m…",0.19999999999999998,0.5,Positive
812," Good afternoon, patriots!I think I may be under a shadowban, at least as of yesterday...but that's not going to stop m…",0.19999999999999998,0.5,Positive
1698," Good afternoon, patriots!I think I may be under a shadowban, at least as of yesterday...but that's not going to stop m…",0.19999999999999998,0.5,Positive
1026," Good afternoon, patriots!I think I may be under a shadowban, at least as of yesterday...but that's not going to stop m…",0.19999999999999998,0.5,Positive
662," Good afternoon, patriots!I think I may be under a shadowban, at least as of yesterday...but that's not going to stop m…",0.19999999999999998,0.5,Positive
185,"Who are you voting for and why? Honest, political reasons- no BS or emotional reasons. #DemocraticDebates #Election2020 #TrumpPence2020",0.19999999999999998,0.5499999999999999,Positive
373," Good afternoon, patriots!I think I may be under a shadowban, at least as of yesterday...but that's not going to stop m…",0.19999999999999998,0.5,Positive
962," Good afternoon, patriots!I think I may be under a shadowban, at least as of yesterday...but that's not going to stop m…",0.19999999999999998,0.5,Positive
471," Vote Trump, get Trump.Vote , get #Trump.What #Russia wants, Russia gets.… ",0.2,0.1,Positive
2302," #BernieSanders wants to take the richest people's money he says but, also wants to raise your taxes to 52% if you make over…",0.2,0.1,Positive
874, #BWFWarren on the ground in Reno! Check it out. Thanks tofor going on the road for us in support of …,0.2,0.2,Positive
2303," #BernieSanders wants to take the richest people's money he says but, also wants to raise your taxes to 52% if you make over…",0.2,0.1,Positive
1579, After 9/11 We had a whole of gvt approach to protect the citizenry. We need to take the whole of citizen leaders approach…,0.2,0.4,Positive
998,Trump’s not leaving office. There’s a real chance he will be re-elected. If it goes th… ,0.2,0.30000000000000004,Positive
2270,"I have a dream &amp; to be precise, 50.6% of the American population shares that dream.#Warren2020… ",0.2,0.4,Positive
378, This is probably my favoritephoto I took while backstage as he’s getting ready to be called out to the stage @…,0.2,0.5,Positive
1546," I have a dream and to be precise, 50.6% of the American population shares that dream.#Warren2020#PresidentElizabeth…",0.2,0.4,Positive
777, #BWFWarren on the ground in Reno! Check it out. Thanks tofor going on the road for us in support of …,0.2,0.2,Positive
768, #BWFWarren on the ground in Reno! Check it out. Thanks tofor going on the road for us in support of …,0.2,0.2,Positive
204,Republican Party sends fundraising mail disguised as census as real count is about to start … ,0.2,0.30000000000000004,Positive
2271,"I have a dream &amp; to be precise, 50.6% of the American population shares that dream.#Warren2020… ",0.2,0.4,Positive
1058,Who’s ready for the #2020Election #Election2020? This pup!Got my #Democratbandana all ready to go!… ,0.2,0.5,Positive
195, The #DemocraticDebate happens tonight in #Vegas &amp; #Bernie is surging in the polls. Is it really going to be #potus #Donald…,0.2,0.2,Positive
1279,#Politics #Government #Campaigns #Election2020 #Billionaires 1%ers taking care of the needs &amp; wants of The 1% --&gt;… ,0.2,0.1,Positive
515,"Vote Trump, get Trump.Vote , get #Trump.What #Russia wants, Russia gets. can…",0.2,0.1,Positive
457,RT : Calling all voters!! Are you ready for November?👉🏿RT to spread the word. 🗳️ #Election2020 http…,0.2,0.5,Positive
632,"Vote Trump, get Trump.Vote , get #Trump.What #Russia wants, Russia gets. can…",0.2,0.1,Positive
115, This is probably my favoritephoto I took while backstage as he’s getting ready to be called out to the stage @…,0.2,0.5,Positive
393, Dumpf Drumpf! #FeelTheBern2020 #election2020 (btw the image below really annoys Drumpf trolls) …,0.2,0.2,Positive
1160, #BWFWarren on the ground in Reno! Check it out. Thanks tofor going on the road for us in support of …,0.2,0.2,Positive
1450, Dumpf Drumpf! #FeelTheBern2020 #election2020 (btw the image below really annoys Drumpf trolls) …,0.2,0.2,Positive
1505," #BernieSanders wants to take the richest people's money he says but, also wants to raise your taxes to 52% if you make over…",0.2,0.1,Positive
2125," California Secretary of State Alex Padilla, the state’s top election official, prepares to vote at a voting center in the San…",0.2,0.3,Positive
1329, #BWFWarren on the ground in Reno! Check it out. Thanks tofor going on the road for us in support of …,0.2,0.2,Positive
1541,"I have a dream and to be precise, 50.6% of the American population shares that dream.#Warren2020… ",0.2,0.4,Positive
1792," Maybe I don’t want #Bloomberg for President, but I really appreciate his ad campaigns which help all Democratic candidate…",0.2,0.2,Positive
1916," #BernieSanders wants to take the richest people's money he says but, also wants to raise your taxes to 52% if you make over…",0.2,0.1,Positive
1129, #BWFWarren on the ground in Reno! Check it out. Thanks tofor going on the road for us in support of …,0.2,0.2,Positive
84,Here is the best-known Medical Journal that supports Bernie’s plan that civilized countries use.2/27… ,0.2,0.45,Positive
2176, Thanks tofor discussing the role cartoons can play in election coverage.#Election2020 https:…,0.2,0.2,Positive
1469,So let's get this straight.. the #RussianElectionInterference news comes out and Bernie Sanders responds by.. attac… ,0.2,0.4,Positive
4,RT : Calling all voters!! Are you ready for November?👉🏿RT to spread the word. 🗳️ #Election2020 http…,0.2,0.5,Positive
589,"What do these even accomplish?! Nothing, absolutely nothing. Showing Bloomberg has a baseless campaign that's just… ",0.2,0.9,Positive
1410,“I don’t know what you been told... but we’re gonna ride with Scranton Joe!!” Ready to work the #NVCaucus for… ,0.2,0.5,Positive
